name,latitude,longitude
Sandhills,51.13324,-0.66403
Brook,51.13305,-0.67399
Bowl Head Green,51.13701,-0.69102
Henham,52.34847,1.59787000
Barnaby Green,52.3609,1.62799
Cove Bottom,52.3591400,1.66336
Middleton Village,55.81175,-3.01900997
Tynehead,55.8241705,-2.96965997
Crichton,55.84749,-2.97960996
Surlingham,52.60706,1.42007000
Rockland Saint Mary,52.58647,1.40814
Hellington,52.57898,1.41329
Leideag,56.9524605,-7.4832300
Ledaig,56.950570,-7.4706199
Alstone,51.90351,-2.09640997
Kings Trading Village,51.91738,-2.10114
Uckington,51.92304,-2.12542997
Elmstone Hardwicke,51.9319400,-2.11847
Hayden,51.90676,-2.14242
Staverton Bridge,51.90083,-2.16113
Kilkenney,51.8669,-1.99694000
Foxcote,51.86335,-1.98908
Shipton Oliffe,51.866000,-1.95205
Shipton,51.8674604,-1.94415
Clatterford End,51.7367,0.26264
Witney Green,51.7371,0.28556
The Village Willingale,51.74324,0.30942
Millers Green,51.74643,0.29715
Birds Green,51.757509,0.285730000
Deerhurst Walton,51.9518606,-2.17195
The Leigh,51.9331,-2.18940996
Tibbie Shiels,55.474909999999994,-3.1999
Glenshee Village,56.79825,-3.42795
Finegand,56.77975,-3.40991996
Clackavoid,56.7574,-3.3919
Lair,56.753809999999994,-3.40585
Upper Victoria,56.51464,-2.7586
Kellas,56.5090800,-2.88262
Bucklerheads,56.51585,-2.87765
Duntrune,56.5203,-2.9073
Brighty,56.5384300,-2.90510996
Newbigging,56.52731,-2.93923
Inveraldie,56.52186,-2.94833
Barns of Claverhouse,56.5050300,-2.9624
Norton Mandeville,51.7189994,0.28526
Shelley,51.72368,0.24466
Holcombe Burnell Barton,50.71304,-3.61759000
Whitestone,57.022,-2.59531
Inverardran,56.38939,-4.60821
Milland,51.03117,-0.80376
Borden,51.01659,-0.82122999
Passfield,51.10228,-0.82355
Deadwater,51.113009,-0.85054
Hollywater,51.10223,-0.85242999
Lindford,51.11891,-0.84655
Chilstone,52.0513605,-2.87949
Cublington,52.04444,-2.87739
Shenmore,52.04051,-2.88284000
Lulham,52.0667900,-2.86726
Bridge Sollers,52.0766,-2.86099
West Lyn,51.2193605,-3.83453000
East Lyn,51.2193,-3.8138
Hillsford,51.21481,-3.80456996
Bridge Ball,51.206186,-3.81093000
Cheriton,51.20086,-3.81492
Wilsham,51.22186,-3.79006996
Brendon Village,51.2172900,-3.77539000
Tippacott,51.20933,-3.76827
Conford,51.08762,-0.82697999
Longmoor,51.07193,-0.87362999
West Liss,51.04865,-0.90028
Langley,51.0562605,-0.84898999
Hillbourne,50.7534,-1.99604
Waterloo,50.74534,-1.98775
Nuffield Industrial Estate,50.74243,-1.97793
Oakdale,50.73597,-1.97272999
Stanley Green,50.72763,-1.97462
Lower Hamworthy,50.7163,-1.99501
Brookwood Heath,51.30709,-0.65708
High Green,52.6309,0.85572999
Little Hale,52.623030,0.86697
Londubh,57.7683604,-5.59955
Larkhall,51.39979,-2.34889000
Rackheath Industrial Estate,52.67448,1.37145
Plumstead Green,52.64838,1.39873999
Thorpe End,52.65085,1.37166
Lamberhurst Quarter,51.1236700,0.356880000
Petersfield,52.20295,0.13055
Arbury,52.22186,0.11506
Castle,52.22083,0.10553
Barton,52.18325,0.05781
Grantchester,52.18093,0.090720000
Achlean,57.05555,-3.89448
Little Glenshee,56.48946,-3.65646997
Newbigging,56.95125,-3.41018000
Folda,56.75625,-3.32241997
Angram Grange,54.1857206,-1.2124
Pont Pen - y - benglog,53.12386,-4.02091
Gallt - y - foel,53.140180,-4.12713
Clwt - y - bont,53.1453,-4.13502
Deiniolen,53.14819,-4.13185
Fachwen,53.1347204,-4.14094000
Penisa'r Waun,53.1546204,-4.1806
Tuckton,50.72866,-1.80175998
Ruan Laniforne,50.2404306,-4.95423
Lamorran,50.23881,-4.97856995
Coombe,50.228809,-5.03174
Old Kea,50.23669,-5.02607
Malpas,50.24638,-5.02526
St. Michael Penkivel,50.2404306,-5.00693000
Point,50.20962,-5.07126
Penpool,50.21195,-5.06671
Trewarthenick,50.26016,-4.94681
Coombe,50.33209,-4.88098
High Street,50.3445604,-4.86051
Scarecewater,50.35272,-4.9363800
Meledor,50.3586,-4.91951
Little Treviscoe,50.36575,-4.89295
Treveiscoe,50.36936,-4.89565
Central Treviscoe,50.37292,-4.90037
Retew,50.37536,-4.91638
Higher Fraddon,50.38463,-4.93145
Toldish,50.39741,-4.92883000
Goss Moor,50.4042,-4.9149699
Stockdale,50.1930606,-5.10396
Carclew,50.19894,-5.1004
Angarrick,50.19877,-5.08817
Jayes Park,51.15615,-0.3719
Walliswood,51.13046,-0.40315
Forest Green,51.16118,-0.39662
Wimpole,52.13077,-0.0339
Westhumble,51.25464,-0.335169997
Headley,51.2806,-0.27698
The Hermitage,51.2658400,-0.249119998
Pebble Coombe,51.26197,-0.26539
Mogador,51.2635306,-0.22582
Hooley,51.29228,-0.16282
Burgh Heath,51.30599,-0.22166
Mugswell,51.27794,-0.19848
Belmont,51.34324,-0.200029999
Carshalton on the Hill,51.35367,-0.16299
Carshalton Beeches,51.34916,-0.17574
Beddington Hill,51.36867,-0.13591
Over Tabley,53.3178,-2.41704
Hook Heath,51.3077605,-0.57867
Mayford,51.29558,-0.57451000
Kingfield,51.30274,-0.55957
Old Woking,51.30215,-0.54163000
Frimley Green,51.30599,-0.73308000
St. John's,51.3118900,-0.59361000
Sheerwater,51.335809999999995,-0.53438
Woodham,51.35024,-0.50838
Leaves Green,51.3373400,0.0281100000
Kilndown,51.0917700,0.425160000
Riseden,51.09765,0.432239996
Nasty,51.90123,-0.0288
Haultwick,51.89352,-0.06214
Green End,51.8850200,-0.07171
Levens Green,51.8822900,-0.03622
Old Hall Green,51.88017,-0.0194
Hill View,50.76271,-2.02509
Beacon Hill,50.7538900,-2.04432
Smithstown,57.73261,-5.71165
Strath,57.734330,-5.70456995
Mial,57.736280,-5.7023800
Auchtercairn,57.7271400,-5.69332
The Drums,56.809309,-3.05248
Rottal,56.8153704,-3.03145
Wheen,56.82575,-3.04909
Clachnabrain,56.7825,-3.02866
Glenclova,56.83526,-3.09312
Tullich,56.5001205,-4.41217
Duncroisk,56.4952,-4.39101
Moseley,52.58404,-2.0986
Portobello,52.58172,-2.08024000
New Cross,52.59867,-2.08705997
Clifton,56.43937,-4.72116
Auch,56.481220,-4.72434
Black Mount,56.54441,-4.79725
Forest Lodge,56.5411,-4.8167300
Wribbenhall,52.37641,-2.31172
Catchems End,52.3822,-2.30056
Summerhill,52.3840306,-2.28052
Blakebrook,52.385709,-2.26546
Coldharbour,51.181309,-0.359969996
Burdale,54.050570,-0.66746
Thorpe Bassett,54.1485606,-0.68587
East Knapton,54.169970,-0.65145
West Knapton,54.16861,-0.66253000
Low Marishes,54.1836900,-0.75754
Marishes,54.203570,-0.74922
Huttons Ambo,54.10324,-0.84741
Menethorpe,54.1005300,-0.82741000
Castle End,52.33914,-1.57066
White Bushes,51.21135,-0.17278
Tidbury Green,52.38092,-1.85617
Dickens Heath,52.38568,-1.83935
Earlswood,52.36575,-1.83290998
Terry's Green,52.36019,-1.85287
Cheswick Green,52.38037,-1.81372998
The Sands,51.21113,-0.73943
Lower Hale,51.2227700,-0.78664
Heath End,51.23752,-0.78857
Charleshill,51.19242,-0.72505
Brooklands,51.34742,-0.465760000
Queen Street,51.18349,0.40795
Five Oak Green,51.18338,0.35517
Whetsted,51.18763,0.36774
Crockhurst Street,51.18015,0.31925
Tudeley Hale,51.1925,0.31929
Mile Oak,51.16449,0.40074
The Knowle,51.16008,0.40946
Pearson's Green,51.16126,0.4228
Highams Park,51.60768,-0.00579
Hale End,51.6048200,0.00082
Hamsey Green,51.31889,-0.06351
Selsdon,51.34297,-0.06562
Bushey Mead,51.40033,-0.22359
West Barnes,51.39792,-0.240409998
Freshfield,53.56318,-3.07187997
Little Altcar,53.55109,-3.04828
Snape Green,53.6196,-2.94065
Carr Cross,53.61838,-2.94497997
Brown Edge,53.623520,-2.9618
Pool Hey,53.6324,-2.95717
Blowick,53.64164,-2.9673
Bescar,53.613,-2.9282
Pinfold,53.59691,-2.92219
Hurlston,53.59355,-2.90945
Burscough Industrial Estate,53.60111,-2.86747
Smithy Lane Ends,53.60725,-2.90082
Aldershot Camp,51.25987,-0.7581
Eridge Green,51.0982900,0.219809998
Ashurst,51.12979,0.154240000
Langton Green,51.13046,0.20029
Park Corner,51.1031200,0.19526
Boarshead,51.07217,0.188740000
Crowborough Warren,51.059709999999995,0.15141
St. Johns,51.061686,0.144709998
Marden's Hill,51.07204,0.13587
Friar's Gate,51.08018,0.13527
Lye Green,51.08851,0.152690000
Hartwell,51.1128400,0.1042
Gallypot Street,51.09633,0.095739999
Upper Hartfield,51.09325,0.09077
Jarvis Brook,51.0498900,0.18097
Town Row,51.0530200,0.23217
Best Beech Hill,51.05877,0.29985
Newton of Falkland,56.2515800,-3.17805
Dunshalt,56.27848,-3.21959
Wemyfield,56.11051,-3.16312
Linktown,56.1066800,-3.15908
Little Street,52.42773,0.24934
Welch's Dam,52.452009999999994,0.16093
Horseway,52.46119,0.09755
Purls Bridge,52.46385,0.17269
Charterhouse,51.189486,-0.61635
Catteshall,51.19086,-0.60107
Farncombe,51.19801,-0.60427
Hurtmore,51.2008306,-0.64146
Shackleford,51.20159,-0.66609
Bunavoneader,57.94718,-6.82371
West Tarbert,57.902130,-6.8079199
Aird Asaig,57.92041,-6.85255
Urgha,57.89736,-6.7626399
Carragrich,57.8890300,-6.73372
Kyles Scalpay,57.88516,-6.7078
Kyles Harris,57.89674,-6.70097
Scalpay Village,57.871809,-6.70423995
Ardinashaig,57.8714,-6.69994
Rhenigidale,57.9192900,-6.68643000
Maraig,57.95545,-6.7314899
Eilean Anabuich,57.95392,-6.75041000
Aird a Mhulaidh,57.99539,-6.76342
Ath Linne,58.008170,-6.7487
Ynysybwl,51.63922,-3.36036
Ynysforgan,51.6810200,-3.91765997
Wormley,51.13622,-0.64673
Woolley Bridge,53.4588,-1.98685
Windygates,56.19546,-3.05274
Wicker Street Green,52.03945,0.88195
Whelp Street,52.1113,0.8429
Troutbeck,54.634009,-2.94755
Trethomas,51.5936,-3.18123
Trench Green,51.49557,-1.01624
Tetworth,52.16514,-0.22303
Sychdyn,53.18855,-3.13239
Swarthmoor,54.18466,-3.11707
Sudbrook,51.58494,-2.718
Staveley-in-Cartmel,54.2678800,-2.95467998
Stainton,54.6454800,-2.801
Middlesex,51.53174,-0.268559997
Commins Coch,52.61384,-3.71733000
Bellever,50.5811400,-3.90298000
Meadowlands,51.37502,-0.47576
Alfold Crossways,51.10781,-0.51494
Barns Green,51.03335,-0.39619
Brooks Green,51.01375,-0.39461
Henwick,52.18946,-2.24387000
Dines Green,52.192486,-2.25554000
Boreton,52.65738,-2.7268
Croxteth,53.4511604,-2.90425
Gillmoss,53.461070,-2.89455
Hall Common,52.70398,1.53525
Thurne,52.68702,1.55427
Bastwick,52.706820,1.58396
Repps,52.6953205,1.57992998
Sharp Street,52.72699,1.5274
Mustard Hyrn,52.70936,1.60911
Highfield,51.76351,-0.47108
Piccotts End,51.77196,-0.488289995
Auchenstroan Free Peoples' Republic,55.204470,-4.02276
Isauld,58.56346,-3.75411
Achvarasdal,58.5587204,-3.74701996
Fresgoe,58.5698,-3.79548000
Bathesda Bach,53.08825,-4.29265
Ffridd Uchaf,53.04356,-4.12326
Tai'n Lon,53.0252900,-4.32338
Capeluchaf,53.0223705,-4.3422199
Talysarn,53.05365,-4.25767
Nasareth,53.0264300,-4.28329
Nebo,53.03025,-4.27025
Tanyraltt,53.04626,-4.25634
Cantref,51.9171900,-3.38495
West Dunnet,58.6259204,-3.36027
Hunspow,58.634209,-3.35460996
Ham,58.64448,-3.31349000
Corsback,58.62965,-3.31384000
Thurdistoft,58.58922,-3.36143000
Bainsford,56.01801,-3.7923
Carronshore,56.0314606,-3.7829
Maplescombe,51.35846,0.23535
West Kingsdown,51.34281,0.26127
Riverhead,51.28291,0.160070000
"Chipstead, Kent",51.28417,0.14686
Dunton Green,51.29418,0.16655
Lower Stoke,51.45288,0.63489
Gunnersbury,51.49357,-0.280840000
Sharow,54.1411204,-1.50517000
Ardscalpsie,55.77783,-5.11203
Ambrismore,55.7803900,-5.08761
Soham Cotes,52.3528,0.30453
"Arhmore, Lewis",58.16599,-6.5750199
Achadh Mor,58.17156,-6.57278995
Sildinis,58.08121,-6.61866
St. Kilda Village,57.812909999999995,-8.56972
Tiptree Heath,51.80413,0.71746
Westport,55.4764,-5.71165
Low Ballevain,55.4703204,-5.70662
West Darlochan,55.4471,-5.68585
East Darlochan,55.44416,-5.67513
Glencraigs,55.4493705,-5.65371
Kilmichael,55.44535,-5.6426
Auchaleek,55.4430900,-5.6286
Drumore,55.4390400,-5.62749
Skeroblingarry,55.4808204,-5.62968000
Tangy,55.48744,-5.68195
Edendonich,56.41036,-4.97659
Houbie,60.59506,-0.86839
Aith,60.5908705,-0.83715
Tresta,60.5951,-0.89036
Brough Lodge,60.61277,-0.94367000
Craigengillan,55.295809,-4.40860995
Bellsbank,55.3131,-4.39869
Burnton,55.33085,-4.40616
Sinclairston,55.42071,-4.42118000
Coalhall,55.4489800,-4.46457
Craigielaw,56.00767,-2.87975
Newcraighall,55.9352800,-3.09187997
Brunstane,55.9418704,-3.08879
"Stair, Trabboch",55.46655,-4.47152
Baliasta,60.76379,-0.89118
Hulland,60.77265,-0.90592000
Rusthall,51.13643,0.229309999
Lower Basildon,51.50377,-1.12292000
Church Crookham,51.25987,-0.84054
Barbican,50.36914,-4.14145995
Beaumont,50.37385,-4.13416
Greenbank,50.3775200,-4.13099
Old Linslade,51.9344604,-0.67796
Conham,51.44603,-2.53368
West Horrington,51.22412,-2.61406
Hopwood,53.57009,-2.18825
Shurton,51.19235,-3.14363
Bryncae,51.53266,-3.45164000
Burrs,53.60977,-2.30571
Harton,52.4914400,-2.76375
Bleasby,53.3449,-0.29543
Uploders,50.74095,-2.70242
Logan,55.45466,-4.23514
Up Mudford,50.9634400,-2.60548
South Ballachulish,56.6827605,-5.18589000
South Owersby,53.42748,-0.4034
Foster Street,51.76037,0.15381
Selly Park,52.4419605,-1.9242
Gold Street,51.38431,0.38733
Stoke Lane,52.15309,-2.53031
Headstone,51.59279,-0.34495
East Bedfont,51.45306,-0.43778
East Rainton,54.82513,-1.48036000
Lydd-on-Sea,50.94396,0.96551000
Stanmore,51.05324,-1.33651
Hensting,50.99631,-1.29832000
Fisher's Pond,50.9869606,-1.30900000
Stanpit,50.73105,-1.75690997
Hook Green,51.09239,0.35431
Buss's Green,51.08824,0.34225
Pett Level,50.8893400,0.68038
Cliff End,50.8880900,0.67768000
Fairlight Cove,50.87526,0.66068
St Helen's,50.87875,0.58695
St. Helen's,50.87815,0.58136999
Sandhall,53.70377,-0.85045
Howden Dyke,53.73389,-0.85329
Kilpin Pike,53.7308204,-0.84693
Kenwick,52.8680204,-2.86314
Gads Hill Farm,51.40941,0.45838
Rescobie,56.65894,-2.80777997
Clocksbriggs,56.6569800,-2.80954
Reswallie,56.65335,-2.81705
Pitscandly,56.66741,-2.84572
Lunanhead,56.65849,-2.86185
Auchterforfar,56.6385800,-2.85069
Burnside,56.6428300,-2.81619
Five Houses,50.68629,-1.39724
Ningwood,50.6969996,-1.43577998
Hamstead,50.72032,-1.43808999
Cranmore,50.7082,-1.44075
Bouldnor,50.70706,-1.48067000
Kilbagie,56.0893300,-3.72213000
Letham,56.0549300,-3.77569
Bowtrees,56.0548800,-3.7611
South Bellsdyke,56.044309,-3.75886995
Bellsdyke,56.042870,-3.75895996
Capel le Ferne,51.1033900,1.21165
Park Farm Industrial Estate,51.09598,1.1658
Church Hougham,51.114,1.2557
West Hougham,51.11513,1.23458999
Wood Street Village,51.25098,-0.63695
Fairlands,51.26178,-0.62141
Egham Hythe,51.41907,-0.51679
Castle End,51.41179,-0.51194
Saint Ishmael Town,51.75028,-4.37376
Broadlay,51.758385,-4.36303
Broadway,51.75493,-4.33788
Mains of Balgavies,56.65101,-2.76412998
Balgavies,56.649809999999995,-2.74899
Milldens,56.64351,-2.7501
Lanescot,50.36561,-4.70103
Treesmill,50.36786,-4.6861
Penpillick,50.3761,-4.7061800
Bury Common,50.91783,-0.56545
West Burton,50.91499,-0.58399
Watersfield,50.93434,-0.55841000
Periton,51.20156,-3.48721998
Woodcombe,51.20793,-3.50086
Tivington,51.19546,-3.53189
Wydon,51.21264,-3.52249000
Hindon,51.20963,-3.53034000
Holnicote,51.20683,-3.56099000
Trencreek,50.4054306,-5.06749
Tretherras,50.40934,-5.06204000
Pentire,50.41103,-5.11512
West Pentire,50.4058400,-5.13392
Holywell Bay,50.38704,-5.14206995
Tresean,50.385986,-5.11886
Carines,50.38975,-5.11105
Holdbrook North,51.68714,-0.023
Begbroke,51.82085,-1.31762999
Thrupp,51.83899,-1.30518
Wolvercote,51.78406,-1.29338
Godstow,51.78053,-1.30067998
Worton,51.7993,-1.3342
Duntisbourne Rouse,51.75206,-2.02402
Middle Duntisbourne,51.75822,-2.02844000
Duntisbourne Leer,51.7652400,-2.03887
Duntisbourne Abbots,51.7709200,-2.04929
Stratton,51.7339400,-1.97967999
Baunton,51.74165,-1.9693
Perrott's Brook,51.7535,-1.97805
Bagendon Village,51.76077,-1.98784
Woodmancote,51.78053,-1.99797
Charlton,51.9385,-0.28925
Kingsholm,51.87276,-2.24301
Longford,51.88738,-2.23555
Twigworth,51.90059,-2.22270997
Lynford,52.48822,0.67738
Colveston,52.5245,0.63862
Drymere,52.62746,0.6345
Shingham,52.613470,0.59837
Barton Bendish,52.62194,0.52743000
Upper Marham,52.6556400,0.53889
Agglethorpe,54.2728206,-1.86695
Melmerby,54.26194,-1.88673
East Scrafton,54.25745,-1.86849000
Roseland,50.78168,0.30002
St Anthony's Hill,50.79294,0.31474
Upper Langford,51.33166,-2.76675
Langford Village,51.34429,-2.77442997
Barton,51.30856,-2.8655
Webbington,51.29845,-2.88717000
Compton Bishop Village,51.2952,-2.86503
Lower Weare,51.27985,-2.85507
Peasmarsh,51.2084200,-0.58416
Southend,51.91976,-0.76458
Dunton,51.91087,-0.80689
Littlecote,51.91346,-0.79694
Lately Common,53.4792400,-2.50377000
Land Side,53.4815605,-2.52475
Blackborough,52.6993,0.4716
Blackborough End,52.7066300,0.463010000
Codmore Hill,50.97267,-0.49795
North Heath,50.98297,-0.487000000
Campton Village,52.029586,-0.35564
Hook Green,51.42653,0.18462
Ranmore Common,51.2489400,-0.39302
East Horsley Village,51.26234,-0.435160000
Lower Fittleworth,50.9582900,-0.56412
Lower Florncroft,50.9503400,-0.56944
Coates,50.9507,-0.58189
Egdean,50.97302,-0.58202
Byworth,50.97772,-0.59566000
Bedham,50.98791,-0.55348
Strood Green,51.00871,-0.54262
Thorney Gate,54.900920,-2.2667
Busbridge,51.17361,-0.60112
Benton,51.10948,-3.92053000
Brayford,51.095285,-3.87636996
Wimbotsham,52.61962,0.38864
Stow Bardolph,52.62379,0.40692
Bexwell,52.60399,0.413230000
Dursley Cross,51.87715,-2.44296
May Hill,51.8825,-2.4318
Glasshouse,51.8909,-2.42394
Solomon Tump,51.87596,-2.39403
Birdwood,51.86685,-2.37725
Upper Ley,51.85693,-2.39635
Grange Court,51.8479700,-2.38841
Northwood Green,51.84445,-2.40918
Taynton Village,51.89395,-2.39549
Mungoswells,56.00088,-2.81108
Ballencrieff,55.9931,-2.82919
Spittal,55.9846800,-2.86786
Grasholme,54.58999,-2.11834000
Edburton,50.89047,-0.25466
Westleigh,53.5068606,-2.53754000
Soar,53.22302,-4.42011
Bethel,53.16574,-4.2071
Trefdraeth,53.20542,-4.38951
Malltraeth,53.19243,-4.38509
Hermon,53.19269,-4.41045
Paradwys,53.2119996,-4.36505
Capel Mawr,53.22009,-4.3757800
Cousley Wood,51.07654,0.35397
Broadbridge Heath,51.07223,-0.36019
Strood Green,51.08328,-0.37731
Clemsfold,51.0895306,-0.395119997
Rowhook,51.09554,-0.39783
Ellen's Green,51.10861,-0.433019996
Hill Wootton,52.31716,-1.55946
Guys Cliffe,52.29638,-1.57675
Camp Hill,52.53317,-1.50496
Single Street,51.32066,0.057720000
Questor,51.43298,0.22144
Ashley,50.89229,-3.49773000
Collipriest,50.88547,-3.48841996
North Cheam,51.37141,-0.23024
Sandwell District,52.5045704,-1.97419000
Church Town,51.24822,-0.05914
Lions Green,50.94507,0.217369998
Little London,50.95751,0.23299
Rosers Cross,50.96324,0.201920000
Pedlinge,51.07878,1.05301
Marsh Street,51.19056,-3.44026995
Ellicombe,51.19255,-3.45494
Abbeymead,51.8489306,-2.2004
Hazel Street,51.13019,0.41589
The Coombes,50.3345606,-4.52517
Killigarth,50.3399,-4.51276
Lamellion,50.44655,-4.47277
Gronant,53.3366900,-3.36030997
Hungarton,52.65947,-0.98017000
East Mersea,51.79715,0.98327999
Anathill,55.9077606,-4.02769
Greenbottom,50.263009999999994,-5.13555
No Mans Land Looe,50.38231,-4.4274
Rodel,57.74482,-6.96662
Shortlands,51.39914,0.0044
Saxlingham,52.91542,1.01066000
Barney,52.84876,0.96804
Crafthole,50.3649606,-4.3002
Trelash,50.684709999999995,-4.56868000
Rumleigh,50.49443,-4.1794
Bransbury,51.17862,-1.3981
Winewall,53.855109,-2.13615
Russell Square,51.52153,-0.1263
Thealby,53.6509704,-0.64794
Normanby,53.639730,-0.66553000
Dragonby,53.61545,-0.63472
Scotterthorpe,53.50722,-0.6815
Holme,53.5516800,-0.6039
Low Risby,53.622270,-0.59351999
High Risby,53.62008,-0.61163
Low Santon,53.6029,-0.57996
Wressle,53.5737300,-0.5358
Owmby,53.53049,-0.3756
Brookenby,53.44109,-0.19295
Boswell,53.39485,-0.0812
Acthorpe,53.38556,-0.0351
Mare Green,51.03757,-2.94877997
Hockley Heath,52.3529400,-1.77816
St Just,50.12379,-5.68065
Middleton,52.50131,-0.76595
East Carlton,52.4955800,-0.77633999
Fleckney,52.5349704,-1.04598
Florencecourt,54.25801,-7.7309199
Carroglen,56.4107,-3.99785997
Tullybannocher,56.37281,-4.01434
Torrisdale,58.52248,-4.27754
Achtoly,58.53256,-4.28740995
Skerray,58.53572,-4.30518
Porthdinllaen,52.9435,-4.56806
Tregorrick,50.32697,-4.79223
Winderton,52.06199,-1.5241
Three Score,52.631809999999994,1.21725
Greatstone,50.96151,0.96199
St Mary in the Marsh,51.01365,0.94491
Hamsey,50.89629,-0.00176
The Mound,57.95652,-4.0667
Little Torboll,57.9583800,-4.10554
Kirkton,57.9615705,-4.03138
Skelbo Street,57.921209999999995,-4.0377800
Fourpenny,57.91984,-4.02585
Embo Street,57.89597,-4.02808
Pilburdy,57.8922,-4.03855
Camore,57.8851800,-4.0643
Birichen,57.902580,-4.09596994
Badninish,57.91724,-4.09219
Ardshave,57.9298704,-4.09026
Rearquhar,57.913730,-4.12986995
Achosnich,57.917130,-4.15175995
Achvaich,57.92004,-4.17523
Lonemore,57.86936,-4.08073
Cuthill,57.8612206,-4.10666
Meikle Ferry,57.8583800,-4.14305
Clashban,57.93609,-4.29784
Wester Gruinards,57.8971800,-4.5074
Bolfracks,56.6135800,-3.92195
Herston,50.6096306,-1.97054000
Acton,50.60607,-2.01942
World's End,51.7750606,-0.75458
Halton Camp,51.768209,-0.7296
Chivery,51.7679200,-0.69716
Dancers End,51.78013,-0.68768000
Palmerstown,51.41744,-3.24148
Gibbons Down,51.41503,-3.26431
Merthyr Dyfan,51.41741,-3.2765
Colcot,51.41778,-3.2862
Brampton,54.60715,-2.50162
Churck Knowle,50.6371604,-2.08457000
Bradle,50.6279,-2.09397
Steeple,50.63022,-2.12820997
Lye's Green,51.21557,-2.25773
Lane End,51.20855,-2.26735
Elliot's Green,51.21075,-2.29262
Newbury,51.1726700,-2.25404000
Pottle Street,51.163586,-2.26537
Longleat,51.1890305,-2.2749
East Woodlands,51.1919605,-2.29679
West Woodlands,51.19446,-2.31829
Tytherington,51.200386,-2.32704
Marston Bigot,51.19446,-2.34352000
Nunney Catch,51.20013,-2.37451
Lower Watley,51.22274,-2.37275
Watley Village,51.2254,-2.38056
Great Elm,51.241609999999994,-2.36331
Spring Gardens,51.24588,-2.32953
Compton,51.21223,-0.78325
Bishopmill,57.6576204,-3.31946
Palmerscross,57.6394300,-3.33521
Pittendreich,57.63341,-3.35074
Miltonduff,57.62546,-3.37751996
Auchtertyre,57.60638,-3.36885
Cloddach,57.60997,-3.34165
Paddockhaugh,57.6106606,-3.33126
Thomshill,57.59576,-3.31804000
Birnie,57.59111,-3.31504
Fogwatt,57.59783,-3.28251
Conicavel,57.55676,-3.67939
Mains of Sluie,57.55259,-3.66059
Boghole Farm,57.57416,-3.72411
Whitemire,57.56677,-3.70849000
Phorp,57.5501,-3.58806996
Presley,57.5385,-3.65089
Brodie,57.5993,-3.7178
Newton of Dalvey,57.59454,-3.66466996
Mundole,57.59206,-3.65613
Ynyslas,52.5153300,-4.05353
Coed-y-glyn,52.54752,-4.02645
Lee Moor,50.4406700,-4.0146
Drakeland Corner,50.41317,-4.01168
Sparkwell Village,50.40193,-4.00087
Smithaleigh,50.38108,-3.98662
Lee Mill Bridge,50.38644,-3.97259000
Lee Mill Industrial Estate,50.3869605,-3.95761
Woodlands,50.38937,-3.94125998
Hunsdon,50.37968,-3.94490997
Westlake,50.3674700,-3.93873000
Glenbeg,56.692609999999995,-5.94020995
Inchree,56.7211800,-5.22228000
Keppenach,56.71555,-5.2245599
Corrychurrachan,56.7479705,-5.19876
Goirtean a' Chladaich,56.78833,-5.1828
Aryhoulan,56.76695,-5.24662
Stronchreggan,56.80076,-5.16684000
Trioslaig / Trislaig,56.81906,-5.1363699
Gaul / Camusnagaul,56.82756,-5.12435
Lochyside,56.8362,-5.0901
Cross Roads,53.83531,-1.93098
Longmynd,52.5176,-2.88464
Hollowell,52.3407400,-0.98782999
Gulberwick,60.12851,-1.21021
Carthew,50.37092,-4.80609
Drimpton,50.8421,-2.82804
Ickford,51.76147,-1.06104
Lamas,52.75858,1.32767000
Aston-on-Trent,52.86172,-1.38642
Aston Upthorpe,51.57382,-1.2018
Beamish,54.87515,-1.64602
Houton,58.9186900,-3.19496
Berwick St. Leonard,51.09625,-2.10199000
Arngibbon,56.1191,-4.2415
Isley Walton,52.8218300,-1.37093
Peene,51.099509999999995,1.12086
Newington,51.0969200,1.11726000
Frogholt,51.09568,1.10722
Beachborough,51.10298,1.0925
Arpinge,51.108509999999995,1.1252
South Malling,50.88319,0.02021
Stoneham,50.88855,0.0249800000
Rushy Green,50.89202,0.0624399996
Norlington,50.9002200,0.056129999
East Chiltington,50.91946,-0.0526100000
Wolsey Island,52.6500400,-1.13116
Holton Heath,50.7159200,-2.07467000
Farleigh Hungerford,51.3168,-2.28563
Lower Westwood,51.331309999999995,-2.27357
Upper Westwood,51.33563,-2.28275
Hopperton,54.0051,-1.36179
Riddings,53.06915,-1.36767000
Kites Hardwick,52.30811,-1.31247999
Jersey Marine,51.63142,-3.86031998
Hawley Bottom,50.79769,-3.08590997
Stratton Strawless,52.73915,1.28883
Buttercrambe,54.015380,-0.88191000
Woolsthorpe-by-Colsterworth,52.81021,-0.63249
Purton,51.73899,-2.47913
St Olaves,52.53703,1.62477
Ravenshead,53.0865,-1.16026
Flimwell,51.05502,0.445310000
Whitway,51.3326,-1.34231000
Houghton,52.33282,-0.12068
Gorseness,59.058920,-3.02176
Corringham,51.525909,0.45997
Bulphan,51.54612,0.36066
Upper Gravenhurst,52.0114,-0.37851
Salterbeck,54.62104,-3.56343000
Holywell Green,53.67406,-1.86682000
Caeathro,53.1315,-4.24085
Keyworth,52.8712204,-1.08991
Coleham,52.703820,-2.75302000
Gravehill,52.71994,-2.76195
Frankwell,52.71329,-2.76804
